agreement_from,end_date,title,entity_code,person_indication,agreement,person,amount,other_party_of_agreement,start_date,description
Rašytinė,2011-10-20,UAB KLINKERLAND,,Sutuoktinis,Pirkimas,GŽEGOŽ SAKSON,20133,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-30,PIRKTOS STATYBINĖS MEDŽIAGOS
Rašytinė,2012-06-01,UAB KLINKERLAND,,Sutuoktinis,Pirkimas,GŽEGOŽ SAKSON,31548,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-23,PIRKTOS STATYBINĖS MEDŽIAGOS
Rašytinė,,"""SWEDBANK"", AB, RYTŲ LIETUVOS FILIALAS",112065359,Deklaruojantysis ir sutuoktinis,Paskola (gauta),MARIJA PUČ,70000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-29,PINIGAI
Žodinė,2011-09-25,UAB MARKUČIAI,,Sutuoktinis,Pirkimas,GŽEGOŽ SAKSON,13705,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-11,PIRKTOS STATYBINĖS MEDŽIAGOS
Rašytinė,2011-11-14,UAB MEDICINOS BANKAS,,Sutuoktinis,Indėlis,GŽEGOŽ SAKSON,25000,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-12,PADĖTI TERMINUOTI INDĖLIAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,ROMUALDA POŠEVECKAJA,35000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-29,PINIGAI
Notarinė,,DAIVATA JACKEVIČIENĖ,,Deklaruojantysis,Paskola (gauta),VAIDOTAS PRUNSKUS,200000,"Fiziniai asmenys, registruoti Lietuvoje",2008-01-25,PASKOLOS GAVIMAS
Notarinė,,TOMAS DANILA,,Deklaruojantysis,Paskola (suteikta),VAIDOTAS PRUNSKUS,86000,"Fiziniai asmenys, registruoti Lietuvoje",2010-06-01,SUTEIKTA PASKOLA
Notarinė,,DAIVITA JACKEVIČIENĖ,,Sutuoktinis,Paskola (gauta),VAIDOTAS PRUNSKUS,150000,"Fiziniai asmenys, registruoti Lietuvoje",2008-05-06,PASKOLOS GAVIMAS
Rašytinė,,"UAB ""AMCREDIT""",111829996,Deklaruojantysis ir sutuoktinis,Paskola (gauta),JAROSLAV KAMINSKI,54000,"Juridiniai asmenys, registruoti Lietuvoje",2005-08-26,PINIGAI
Notarinė,2012-03-14,ILONA JANČIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,ANDŽEJ ANDRUŠKEVIČ,10800,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-14,ŽEMĖS SKLYPAS
Notarinė,2026-01-15,NACIONALINĖ ŽEMĖS TARNYBA,188704927,Deklaruojantysis ir sutuoktinis,Išsimokėtinas pirkimas,ANDŽEJ ANDRUŠKEVIČ,26892,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-24,ŽEMĖS SKLYPAS
Notarinė,2027-01-15,NACONALINĖ ŽEMĖS TARNYBA,188704927,Deklaruojantysis ir sutuoktinis,Išsimokėtinas pirkimas,ANDŽEJ ANDRUŠKEVIČ,13294,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-10,ŽEMĖS SKLYPAS
Rašytinė,,"""SWEDBANK LIZINGAS"", UAB",111568069,Deklaruojantysis,Išsimokėtinas pirkimas,ZDZISLAV PALEVIČ,22700,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-17,AUTOMOBILIS
Rašytinė,,"""SWEDBANK"", AB",112029651,Deklaruojantysis,Indėlis,ZDZISLAV PALEVIČ,21931,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-13,PINIGAI
Rašytinė,,"""SWEDBANK"", AB",112029651,Deklaruojantysis,Indėlis,ZDZISLAV PALEVIČ,45555,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-03,PINIGAI
Rašytinė,,"""SWEDBANK"", AB",112029651,Deklaruojantysis,Indėlis,ZDZISLAV PALEVIČ,10040,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-05,PINIGAI
Rašytinė,,JANINA KACILOVIČ,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",VANDA KRAVČIONOK,150000,"Fiziniai asmenys, registruoti Lietuvoje",2011-10-11,MAMA DOVANOJO ŽEMĖS SKLYPĄ
Rašytinė,,AB SWEDBANKAS,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),ZOFIJA ABECIŪNIENĖ,25000,"Juridiniai asmenys, registruoti Lietuvoje",2004-08-31,PASKOLA
Notarinė,2011-02-15,RIMANTAS BAUMILA IR ALEVTINA BAUMILIENĖ,,Deklaruojantysis,Pardavimas,VILMA VENSLOVAITIENĖ,250000,"Fiziniai asmenys, registruoti Lietuvoje",2011-01-15,NEKILNOJAMO TURTO PARDAVIMO SANDORIS
Notarinė,,BIRUTĖ GARBENČIENĖ,,Deklaruojantysis,Teikiama dovana,VILMA VENSLOVAITIENĖ,249253,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-01,NEKILNOJAMO TURTO DOVANOJIMAS  MOTINAI
Žodinė,,LIUTAURAS VARANAVIČIUS,,Deklaruojantysis,Paskola (gauta),VILMA VENSLOVAITIENĖ,155000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-13,PASKOLA PINIGAIS
Rašytinė,,"VŠĮ VILNIAUS MIESTO FUTBOLO DRAUGIJA ""ŽALGIRIS""",302309678,Deklaruojantysis,Paskola (suteikta),VILMA VENSLOVAITIENĖ,405000,"Juridiniai asmenys, registruoti Lietuvoje",2011-01-24,PASKOLA PINIGAIS
Rašytinė,2011-10-19,"UAB ""RENTEXPRESS""",302636886,Deklaruojantysis,Pardavimas,SVAJŪNAS JUODKA,11000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-05,LENGVOJO AUTOMOBILIO PARDAVIMAS
Rašytinė,,"AB ""SWEDBANK""",112029651,Deklaruojantysis,Paskola (gauta),SVAJŪNAS JUODKA,920387,"Juridiniai asmenys, registruoti Lietuvoje",2003-10-06,PASKOLA GYVENAMOJO BŪSTO STATYBAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Išsimokėtinas pirkimas,ALGIMANTAS VAKARINAS,72000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-07,AUTOMOBILIO IŠPERKAMOJI NUOMA
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Vertybinių popierių sandoriai,ALGIMANTAS VAKARINAS,15000,"Juridiniai asmenys, registruoti Lietuvoje",2010-08-02,VERTYBINIAI POPIERIAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),EGLĖ URBONIENĖ,200000,"Juridiniai asmenys, registruoti Lietuvoje",2007-04-03,PINIGAI
Notarinė,2011-10-21,STASĖ LABUTIENĖ,,Deklaruojantysis,Teikiama dovana,BEATA LABUTYTĖ,68700,"Fiziniai asmenys, registruoti Lietuvoje",2011-10-21,BUTAS GAUTAS DOVANŲ IŠ MAMOS
Notarinė,2011-10-21,GINTARAS LABUTIS,,Deklaruojantysis,Teikiama dovana,BEATA LABUTYTĖ,30400,"Fiziniai asmenys, registruoti Lietuvoje",2011-10-21,DOVANŲ GAUTAS ŽEMĖS SKLYPAS IŠ BROLIO
Rašytinė,,UAB AINEX,301531708,Deklaruojantysis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,17264,"Juridiniai asmenys, registruoti Lietuvoje",2008-04-07,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,,UAB DNB NORD LIZINGAS,124385737,Deklaruojantysis,Išsimokėtinas pirkimas,VIRGINIJUS DASTIKAS,80000,"Juridiniai asmenys, registruoti Lietuvoje",2007-10-30,AUTOMOBILIO IŠPERKAMOJI NUOMA (LIZINGAS)
Rašytinė,,UAB AINEX,301531708,Deklaruojantysis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,79587,"Juridiniai asmenys, registruoti Lietuvoje",2008-04-29,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,,UAB AINEX,301531708,Deklaruojantysis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,60000,"Juridiniai asmenys, registruoti Lietuvoje",2010-06-15,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,,AB DNB NORD BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VIRGINIJUS DASTIKAS,300000,"Juridiniai asmenys, registruoti Lietuvoje",2004-11-09,PASKOLA NAMO STATYBAI
Rašytinė,,GABRIELĖ ŠEMIOTAITĖ,,Sutuoktinis,Paskola (gauta),ASTA LUKOŠIŪNIENĖ,68485,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2009-03-25,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,,UAB AINEX,301531708,Sutuoktinis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,68485,"Juridiniai asmenys, registruoti Lietuvoje",2009-04-01,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,,UŽDAROSIOS AKCINĖS BENDROVĖS ŪKIO BANKO LIZINGAS,234995490,Deklaruojantysis,Paskola (gauta),STANISLAV TARASEVIČ,10642,"Juridiniai asmenys, registruoti Lietuvoje",2008-08-06,PINIGAI
Rašytinė,,UAB AINEX,301531708,Sutuoktinis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,20400,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-03,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,2010-12-31,UAB AINEX,301531708,Sutuoktinis,Paskola (suteikta),ASTA LUKOŠIŪNIENĖ,51792,"Juridiniai asmenys, registruoti Lietuvoje",2009-11-20,PASKOLOS SUTARTIES ATVEJU SANDORIO OBJEKTAS -PINIGAI.
Rašytinė,2012-09-01,"LIETUVOS PARODŲ IR KONGRESŲ CENTRAS LITEXPO,LAISVĖS PR. 5, VILNIUS",120080713,Deklaruojantysis,Pirkimas,JEVGENIJ GAGARIN,17000,"Juridiniai asmenys, registruoti Lietuvoje",2012-09-01,MASYNOS PIRKIMAS
Notarinė,2011-09-09,JEKENA MICKECIČ,,Sutuoktinis,Pardavimas,JEVGENIJ GAGARIN,158000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-09,BUTO PARDAVIMAS
Kita,,UAB TAUBALDIS,179760987,Deklaruojantysis ir sutuoktinis,Pirkimas,JEVGENIJ GAGARIN,10090,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-25,VIRTUVES BALDAI
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),SAULIUS PAUKŠTYS,15000,"Juridiniai asmenys, registruoti Lietuvoje",2007-08-06,PASKOLA
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),SAULIUS PAUKŠTYS,40000,"Juridiniai asmenys, registruoti Lietuvoje",2007-09-03,PASKOLA
Rašytinė,,DANSKE BANK A/S LIETUVOS FILIALAS,301694694,Sutuoktinis,Paskola (gauta),TATJANA ČERNIAVSKIENĖ,346794,"Juridiniai asmenys, registruoti Lietuvoje",2007-06-14,PINIGAI NAMO STATYBAI
Notarinė,,SWEDBANK,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),JEVGENIJ GAGARIN,265000,"Juridiniai asmenys, registruoti Lietuvoje",2011-07-20,BŪSTO PASKOLA
Rašytinė,,DMITRIJUS ČERNIAVSKIS,,Sutuoktinis,Paskola (suteikta),TATJANA ČERNIAVSKIENĖ,50000,"Fiziniai asmenys, registruoti Lietuvoje",2006-12-15,PINIGAI
Rašytinė,,ALA ŠARKAUSKIENĖ,,Sutuoktinis,Paskola (suteikta),TATJANA ČERNIAVSKIENĖ,80000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2004-05-15,PINIGAI
Rašytinė,2012-04-06,X OLEG SIDOKOV,,Deklaruojantysis,Pardavimas,TADAS LABUTIS,30000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-04-06,PARDUOTAS AUTOMOBILIS
Rašytinė,,UAB CWC LT,302461255,Deklaruojantysis,Paskola (suteikta),TADAS LABUTIS,200000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-06,PASKOLOS SUTARTIS
Rašytinė,,UAB KARALIUS LT,302610126,Deklaruojantysis,Paskola (suteikta),TADAS LABUTIS,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-01,PASKOLOS SUTARTIS
Rašytinė,,EDITA SAMULEVIČIŪTĖ,,Deklaruojantysis,Paskola (suteikta),VIDMANTAS ŠIMKUS,180000,"Fiziniai asmenys, registruoti Lietuvoje",2009-10-25,PINIGAI
Notarinė,2025-09-23,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),GINTARAS SODEIKA,312272,"Juridiniai asmenys, registruoti Lietuvoje",2005-09-23,PASKOLA BŪSTO REKONSTRAVIMUI
Rašytinė,2012-04-18,LIETUVOS KOMPOZITORIŲ SĄJUNGA,190733665,Deklaruojantysis,Autorinė sutartis,GINTARAS SODEIKA,1500,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-18,"SUKURTI ORIGINALŲ MUZIKOS KŪRINĮ FESTIVALIUI ""JAUNA MUZIKA"""
Žodinė,,ONA ALDONA GUDELIENĖ,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",DANGIS GUDELIS,70000,"Fiziniai asmenys, registruoti Lietuvoje",2012-05-25,BANKO PASKOLOS GYVENAMOJO NAMO STATYBAI APMOKĖJIMAS
Rašytinė,,"UAB ""ŠVAROS PIRAMIDĖ""",145420718,Deklaruojantysis,Paskola (suteikta),VIDMANTAS ŠIMKUS,44000,"Juridiniai asmenys, registruoti Lietuvoje",2009-12-01,PINIGAI
Notarinė,,"AB ""CITADELE"" BANKAS",112021619,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VIDMANTAS ŠIMKUS,92749,"Juridiniai asmenys, registruoti Lietuvoje",2007-06-18,PINIGAI
Rašytinė,2012-03-31,GRAIKIJOS NACIONALINIS DRAMOS TEATRAS ATĖNUOSE,,Deklaruojantysis,Autorinė sutartis,GINTARAS SODEIKA,20700,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-03-04,"SUKURTI ORIGINALIĄ MUZIKA SPEKTAKLIUI V. ŠEKSPYRO ""TROILAS IR ..."""
Notarinė,,"AB ""CITADELE"" BANKAS",112021619,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VIDMANTAS ŠIMKUS,549075,"Juridiniai asmenys, registruoti Lietuvoje",2007-06-18,PINIGAI
Rašytinė,2014-12-15,"SWEDBANK LIZINGAS, UAB",111568069,Deklaruojantysis,Išsimokėtinas pirkimas,DONATAS VEČERSKIS,15642,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-27,AUTOMOBILIO LIZINGAS
Rašytinė,2012-06-14,AB DNB BANKAS,112029270,Deklaruojantysis,Vertybinių popierių sandoriai,DONATAS VEČERSKIS,15579,"Juridiniai asmenys, registruoti Lietuvoje",2010-06-11,PINIGAI
Rašytinė,2012-08-14,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,DONATAS VEČERSKIS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-15,PINIGAI
Rašytinė,,KŪNO KULTŪROS IR SPORTO DEPARTAMENTAS,188620621,Deklaruojantysis,Renta,ANDREJUS ZADNEPROVSKIS,18000,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-21,PINIGINĖ RENTA UŽ SPORTINIUS PASIEKIMUS
Rašytinė,,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,DONATAS VEČERSKIS,69000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-02,PINIGAI
Rašytinė,,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,DONATAS VEČERSKIS,34500,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-08,PINIGAI
Notarinė,,SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),OLGA GORŠKOVA,15000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-01,PASKOLOS SUTARTIES SANDORIO OBJEKTAS - PINIGAI
Notarinė,,DANSKE BANK A/S LIETUVOS FILIALAS,301694694,Deklaruojantysis,Paskola (gauta),ANDREJUS ZADNEPROVSKIS,539000,"Juridiniai asmenys, registruoti Lietuvoje",2007-01-17,PASKOLA PINIGAIS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Indėlis,DONATAS VEČERSKIS,14042,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-14,PINIGAI
Rašytinė,2012-03-30,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,18000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-30,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Rašytinė,2012-04-18,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,15000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-18,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Rašytinė,2012-04-30,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,16000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-30,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Rašytinė,2012-05-31,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,32400,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-31,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Rašytinė,2012-06-29,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,22000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-29,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Rašytinė,2012-07-31,UAB DEXTERA,134665673,Deklaruojantysis,Paslauga,ŽIDRŪNAS GARŠVA,30000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-31,SUTEIKTOS VERSLO KONSULTACIJOS PASLAUGOS
Notarinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),DARIUS MASKOLIŪNAS,600000,"Juridiniai asmenys, registruoti Lietuvoje",2006-08-22,PASKOLA PINIGAIS
Rašytinė,2012-06-19,UAB DEXTERA,134665673,Deklaruojantysis,Paskola (gauta),ŽIDRŪNAS GARŠVA,400000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-17,PINIGAI
Rašytinė,2012-06-19,UAB DEXTERA,134665673,Deklaruojantysis,Paskola (gauta),ŽIDRŪNAS GARŠVA,400000,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-29,PINIGAI
Rašytinė,2011-09-22,"UAB ""KRASTA AUTO"", UAB ""CITADELE FAKTORINGAS IR LIZINGAS""",121981098,Deklaruojantysis,Pirkimas,VYTAUTAS KURPUVESAS,194565,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-16,AUTOMOBILIO PIRKIMO PARDAVIMO SUTARTIS
Rašytinė,2012-06-19,UAB DEXTERA,134665673,Deklaruojantysis,Paskola (gauta),ŽIDRŪNAS GARŠVA,50000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-07,PINIGAI
Rašytinė,,PRACŪZIJOS GYVENTOJAS,,Deklaruojantysis,Pirkimas,VYTAUTAS KURPUVESAS,25000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-03-07,AUTOMOBILIO PIRKIMAS
Rašytinė,2012-11-30,"UAB ""SWEDBANK LIZINGAS""",111568069,Deklaruojantysis,Nuoma,VYTAUTAS KURPUVESAS,29518,"Juridiniai asmenys, registruoti Lietuvoje",2010-09-15,AUTOMOBILIO VEIKLOS NUOMA
Rašytinė,2011-09-22,"UAB ""CITADELE FAKTORINGAS IR LIZINGAS""",126233315,Deklaruojantysis,Paskola (gauta),VYTAUTAS KURPUVESAS,257346,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-16,AUTOMOBILIO FINANSINIS LIZINGAS
Rašytinė,2047-05-27,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),VYTAUTAS KURPUVESAS,240000,"Juridiniai asmenys, registruoti Lietuvoje",2007-05-23,BŪSTO KREDITO SUTATRIS
Rašytinė,,"UAB ""CONTESTUS PROJEKTAI"", UAB ""CITADELE FAKTORINGAS IR LIZINGAS""",300585126,Deklaruojantysis,Kiti sandoriai,VYTAUTAS KURPUVESAS,257346,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-22,PERDUOTOS TEISĖS IR PAREIGOS PAGAL LIZINGO SUTARTĮ
Rašytinė,2011-09-06,Ž.SORAKOS FIRMA AUTOMEKSAS,141401147,Deklaruojantysis,Pirkimas,JONAS JUODKA,20570,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-06,AUTOMOBILIO PIRKIMAS
Notarinė,2012-03-21,INGA DUMBAUSKIENĖ,,Deklaruojantysis,Pirkimas,JŪRATĖ MATEKONIENĖ,70000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-21,SODO PASTATAS SU ŽEMĖS SKLYPU
Notarinė,2012-02-09,SAULIUS PILECKAS,,Deklaruojantysis,Pardavimas,JŪRATĖ MATEKONIENĖ,187000,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-09,BUTO PARDAVIMAS
Rašytinė,,"UŽSIENIO PILIETIS, O SUTARTI IR KITUS PIRMINIUS AUTOMOBILIO DOKUMENTAI PRIDUOTI VĮ REGITRA",,Deklaruojantysis,Pirkimas,LAIMAS DIENINIS,15000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2011-11-28,PIRKIMAS
Rašytinė,,AB ŪKIO BANKAS,112020136,Deklaruojantysis ir sutuoktinis,Paskola (gauta),LAIMAS DIENINIS,35000,"Juridiniai asmenys, registruoti Lietuvoje",2009-08-20,PASKOLA
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (suteikta),LAIMAS DIENINIS,350000,"Juridiniai asmenys, registruoti Lietuvoje",2007-10-02,BUSTO PASKOLA
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis,Indėlis,RŪTA VANAGAITĖ,150000,"Juridiniai asmenys, registruoti Lietuvoje",2011-05-31,TERMINUOTAS INDĖLIS
Rašytinė,,"SWEDBANK"", AB",112029651,Deklaruojantysis,Draudimas,RŪTA VANAGAITĖ,50000,"Juridiniai asmenys, registruoti Lietuvoje",2002-11-30,KAUPIAMASIS GYVYBĖS DRAUDIMAS
Rašytinė,,REMIGIJUS GILYS,,Sutuoktinis,Nuoma,ŽILVINAS ŠILGALIS,19000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-01,ŽEMĖS NUOMA
Notarinė,,AB ŪKIO BANKAS,112020136,Sutuoktinis,Paskola (gauta),ŽILVINAS ŠILGALIS,1400000,"Juridiniai asmenys, registruoti Lietuvoje",2007-04-26,PASKOLA PINIGAIS
Rašytinė,,ALGIMANTAS LUKAUSKIS,,Sutuoktinis,Paskola (gauta),ŽILVINAS ŠILGALIS,150000,"Fiziniai asmenys, registruoti Lietuvoje",2008-12-10,PASKOLA PINIGAIS
Notarinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),MIROSLAVAS MONKEVIČIUS,362400,"Juridiniai asmenys, registruoti Lietuvoje",2010-08-18,PASKOLA PINIGAIS
Žodinė,,GEDIMINAS MACEVIČIUS,,Sutuoktinis,Paskola (gauta),ŽILVINAS ŠILGALIS,35000,"Fiziniai asmenys, registruoti Lietuvoje",2003-06-02,PASKOLA PINIGAIS
Rašytinė,,ALGIMANTAS LUKAUSKIS,,Sutuoktinis,Paskola (suteikta),ŽILVINAS ŠILGALIS,50000,"Fiziniai asmenys, registruoti Lietuvoje",2009-02-23,PASKOLA PINIGAIS
Rašytinė,,UAB  ALATON,125024387,Sutuoktinis,Nuoma,AGNĖ ZUOKIENĖ,84000,"Juridiniai asmenys, registruoti Lietuvoje",2003-11-30,PATALPŲ NUOMA
Rašytinė,,AB SEB BANKAS,112021238,Sutuoktinis,Paskola (gauta),AGNĖ ZUOKIENĖ,500842,"Juridiniai asmenys, registruoti Lietuvoje",2003-12-11,PINIGAI
Notarinė,2012-10-13,ARTŪRAS ANDRIUS TERBETAS,,Deklaruojantysis,Pirkimas,ŽYDRŪNAS SAVICKAS,35000,"Fiziniai asmenys, registruoti Lietuvoje",2011-10-13,ŽEMĖS SKLYPO ĮSIGIJIMAS
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVA,112025592,Sutuoktinis,Paskola (gauta),AGNĖ ZUOKIENĖ,1199999,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-29,PINIGAI
Rašytinė,,UAB BNA GRUPĖ,122621982,Sutuoktinis,Paskola (suteikta),AGNĖ ZUOKIENĖ,1100488,"Juridiniai asmenys, registruoti Lietuvoje",2007-07-20,PASKOLA PINIGAIS
Rašytinė,,"UAB ""RUSMEDA""",302325383,Deklaruojantysis,Pirkimas,ŽYDRŪNAS SAVICKAS,24000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-19,LANGŲ PIRKIMAS
Kita,2012-06-26,"UAB ""TYLA""",154704169,Deklaruojantysis,Pirkimas,ŽYDRŪNAS SAVICKAS,43046,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-26,VASARNAMIO RUOSINIU ISIGIJIMAS
Rašytinė,,"AB BANKAS ""FINASTA""",301502699,Deklaruojantysis,Vertybinių popierių sandoriai,ŽYDRŪNAS SAVICKAS,35415,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-25,VERTYBINIŲ POPIERIŲ PARDAVIMAS
Kita,,"UAB ""REMONTALIS""",167619167,Deklaruojantysis,Ranga,ŽYDRŪNAS SAVICKAS,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-12,PAMATŲ ĮRENGIMAS
Rašytinė,,"UAB ""NOT PERFECT""",301842659,Deklaruojantysis,Autorinė sutartis,ŽYDRŪNAS SAVICKAS,13157,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-31,AUTORINIS ATLYGINIMAS UZ FILMAVIMASI VAIZDO KLIPE
Kita,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),ANTANAS NAUJOKAS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2010-04-15,PASKOLA
Notarinė,,ROLANDAS REPŠYS,,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,300000,"Fiziniai asmenys, registruoti Lietuvoje",2011-05-10,PASKOLA
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),PETRAS NAUSĖDA,200336,"Juridiniai asmenys, registruoti Lietuvoje",2008-09-04,GYVENAMOJO BŪSTO PASKOLA
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),PETRAS NAUSĖDA,25576,"Juridiniai asmenys, registruoti Lietuvoje",2008-09-04,GYVENAMOJO BŪSTO APDAILAI
Rašytinė,,EDMUNDAS RAŽAUSKAS,,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,150000,"Fiziniai asmenys, registruoti Lietuvoje",2011-05-10,"PASKOLA, PINIGAI"
